input,label,word_count
but she said the target for an inpatient appointment would remain at 12 months for march 2006,1.0,17.0
the announcement came as new monthly waiting figures showed drop,1.0,10.0
this current inpatient target was set when the assembly government extended its second offer guarantee scheme which gives patients the option of having their treatment outside wales,0.0,27.0
details about funding to resource the new targets are expected in the new year,0.0,14.0
in england the current target for inpatients seeing consultant to having an operation is six months,0.0,16.0
dr richard lewis welsh secretary of the british medical association bma welcomed the new targets to make further and faster progress on waiting lists,1.0,24.0
however much remains to be done on waiting lists and waiting times because wales still lags long way behind england he said,1.0,22.0
capacity must be built into the system with sustained investment to ensure that welsh patients don receive worse service than patients over the border,0.0,24.0
health analyst tony beddow from the welsh institute for health and social care called the new targets reasonably impressive,0.0,19.0
on wednesday ms hutt also announced 264m for health services will be spent reducing waiting times improving key areas and modernising staff pay structures in wales,0.0,26.0
ms hutt said major achievements had been made in cutting unacceptably long waits for treatment over the past year,0.0,19.0
we are turning the corner on long waits in wales,0.0,10.0
now we need to see those reductions in long waiters being improved again she said,0.0,15.0
she added the targets intended to ensure no-one waits more than year for treatment or to see consultant,0.0,18.0
but let us not forget two thirds of those waiting for treatment now are waiting less than six months and these targets affect the small minority of patients in wales that are waiting far too long,1.0,36.0
rhodri glyn thomas plaid cymru health spokesman said it exactly the same target she set in 1999 with the qualification that it dependent on second offer,0.0,26.0
it failed target from failed minister with failed policy,0.0,9.0
for the welsh liberal democrats kirsty williams called the new target hugely unambitious,0.0,13.0
it leaves patients in wales still waiting two years before they re treated,1.0,13.0
conservative health spokesman jonathan morgan said we re spending more money but waiting lists have gone through the roof,1.0,19.0
the audit commission has said that the money is not being spent efficiently or effectively and that quite criticism,0.0,19.0
meanwhile the latest monthly waiting list figures showed the total number of people waiting more than 18 months as an inpatient in wales has fallen by 9.8,1.0,27.0
statistics to the end of november showed decline since october from 785 to 708,0.0,14.0
"the number waiting over 12 months also fell from 7,613 to 6,630 or 12.9",1.0,14.0
ms hutt said they were excellent figures,0.0,7.0
"there are 305,775 people on waiting list of some kind down from 311,764 last month",1.0,15.0
non-european union citizens wanting to work in the uk will have to undergo tests for tuberculosis and hiv under plans unveiled by the conservatives,0.0,24.0
positive test for tb would mean visa applications being turned down while hiv would be dealt with case by case,1.0,20.0
leader michael howard said the checks on new arrivals would help protect public health and the nhs,1.0,17.0
